"source_file","column_name","row_count"
"INDEPENDENT_ADJUDICATION_TRACE.csv","adjudication_id","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","requirement_id","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","source_id","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","source_name","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","source_text","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","central_duty","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","supporting_duties","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","architectural_applicability","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","applicability_rationale","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","normalized_type_ids","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","evidence_ids","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","evidence_mechanisms","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","evidence_scope_limits","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","functional_performance","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","functional_performance_rationale","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","material_residuals","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","proposed_verdict","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","final_verdict","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","confidence","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","neighbor_verdict_counterfactual","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","human_review_status","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","challenge_status","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","challenge_rationale","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","legal_compliance_determination","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","external_legal_authority_preserved","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","no_quota_assertion","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","row_sealed","34"
"INDEPENDENT_ADJUDICATION_TRACE.csv","method_version","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","review_id","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","adjudication_id","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","requirement_id","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","source_id","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","source_name","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","provisional_verdict","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","adversarial_recommended_verdict","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","recommendation","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","attacks_executed","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","attacks_survived","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","attacks_failed","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","failed_attack_classes","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","recommendation_rationale","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","human_reviewer_required","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","human_reviewer_state","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","consolidation_required","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","review_state","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","legal_compliance_determination","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","external_legal_authority_preserved","34"
"ADVERSARIAL_VERDICT_REVIEW.csv","review_method_version","34"
"ADJUDICATION_CHALLENGE_REGISTER_REVIEWED.csv","challenge_id","34"
"ADJUDICATION_CHALLENGE_REGISTER_REVIEWED.csv","requirement_id","34"
"ADJUDICATION_CHALLENGE_REGISTER_REVIEWED.csv","challenged_verdict","34"
"ADJUDICATION_CHALLENGE_REGISTER_REVIEWED.csv","challenge_basis","34"
"ADJUDICATION_CHALLENGE_REGISTER_REVIEWED.csv","challenger_position","34"
"ADJUDICATION_CHALLENGE_REGISTER_REVIEWED.csv","supporting_evidence_ids","34"
"ADJUDICATION_CHALLENGE_REGISTER_REVIEWED.csv","resolution_status","34"
"ADJUDICATION_CHALLENGE_REGISTER_REVIEWED.csv","resolution_rationale","34"
"ADJUDICATION_CHALLENGE_REGISTER_REVIEWED.csv","reviewer","34"
"ADJUDICATION_CHALLENGE_REGISTER_REVIEWED.csv","review_state","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","requirement_id","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","source_id","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","central_duty","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","architectural_applicability","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","normalized_type_ids","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","evidence_ids","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","evidence_scope_limits","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","provisional_verdict","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","adversarial_recommended_verdict","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","attacks_failed","34"
"HUMAN_ADJUDICATION_DECISIONS.csv","failed_attack_classes","34"
